vehicle_id,device_id,ride_date,minute_offset,max_current_per_throttle_ratio,above_threshold
122IAG,16040936,2026-08-25,893,0.724,False
122IAG,16040936,2026-08-25,894,0.797,False
122IAG,16040936,2026-08-25,895,0.844,False
122IAG,16040936,2026-08-25,896,0.627,False
122IAG,16040936,2026-08-25,908,1.155,True
122IAG,16040936,2026-08-25,909,1.148,True
122IAG,16040936,2026-08-25,910,0.969,False
122IAG,16040936,2026-08-25,911,0.851,False
122IAG,16040936,2026-08-25,912,0.998,False
122IAG,16040936,2026-08-25,913,1.095,False
122IAG,16040936,2026-08-25,914,1.105,False
122IAG,16040936,2026-08-25,915,0.684,False
122IAG,16040936,2026-08-25,916,1.256,True
122IAG,16040936,2026-08-25,917,0.926,False
122IAG,16040936,2026-08-25,918,0.933,False
122IAG,16040936,2026-08-25,919,0.746,False
122IAG,16040936,2026-08-25,920,1.245,True
122IAG,16040936,2026-08-25,923,1.548,True
122IAG,16040936,2026-08-25,924,1.347,True
122IAG,16040936,2026-08-25,925,1.047,False
122IAG,16040936,2026-08-25,926,0.773,False
122IAG,16040936,2026-08-25,927,0.725,False
122IAG,16040936,2026-08-25,931,1.535,True
122IAG,16040936,2026-08-25,932,1.249,True
122IAG,16040936,2026-08-25,933,1.09,False
122IAG,16040936,2026-08-25,934,1.51,True
122IAG,16040936,2026-08-25,935,1.014,False
122IAG,16040936,2026-08-25,938,1.182,True
122IAG,16040936,2026-08-25,939,0.784,False
122IAG,16040936,2026-08-25,953,0.601,False
122IAG,16040936,2026-08-26,347,1.173,True
122IAG,16040936,2026-08-26,348,1.12,False
122IAG,16040936,2026-08-26,349,1.32,True
122IAG,16040936,2026-08-26,350,0.986,False
122IAG,16040936,2026-08-26,351,0.8,False
122IAG,16040936,2026-08-26,352,0.699,False
122IAG,16040936,2026-08-26,353,0.853,False
122IAG,16040936,2026-08-26,354,1.083,False
122IAG,16040936,2026-08-26,355,0.593,False
122IAG,16040936,2026-08-26,357,1.339,True
122IAG,16040936,2026-08-26,358,2.277,True
122IAG,16040936,2026-08-26,359,0.963,False
122IAG,16040936,2026-08-26,360,1.313,True
122IAG,16040936,2026-08-26,361,1.145,True
122IAG,16040936,2026-08-26,362,1.09,False
122IAG,16040936,2026-08-26,363,0.849,False
122IAG,16040936,2026-08-26,364,0.745,False
122IAG,16040936,2026-08-26,365,0.925,False
122IAG,16040936,2026-08-26,366,1.29,True
122IAG,16040936,2026-08-26,367,1.182,True
122IAG,16040936,2026-08-26,368,0.593,False
122IAG,16040936,2026-08-26,369,1.352,True
122IAG,16040936,2026-08-26,370,0.795,False
122IAG,16040936,2026-08-26,371,0.761,False
122IAG,16040936,2026-08-26,372,1.175,True
122IAG,16040936,2026-08-26,373,1.38,True
122IAG,16040936,2026-08-26,374,0.921,False
122IAG,16040936,2026-08-26,376,1.357,True
122IAG,16040936,2026-08-26,377,1.546,True
122IAG,16040936,2026-08-26,378,1.251,True
122IAG,16040936,2026-08-26,379,1.317,True
122IAG,16040936,2026-08-26,380,1.064,False
122IAG,16040936,2026-08-26,381,1.493,True
122IAG,16040936,2026-08-26,382,1.113,False
122IAG,16040936,2026-08-26,383,1.294,True
122IAG,16040936,2026-08-26,385,1.162,True
122IAG,16040936,2026-08-26,386,0.84,False
122IAG,16040936,2026-08-26,387,0.927,False
122IAG,16040936,2026-08-26,388,0.775,False
122IAG,16040936,2026-08-26,389,0.907,False
122IAG,16040936,2026-08-26,390,1.159,True
122IAG,16040936,2026-08-26,393,0.853,False
122IAG,16040936,2026-08-26,394,1.23,True
122IAG,16040936,2026-08-26,395,1.242,True
122IAG,16040936,2026-08-26,396,0.766,False
122IAG,16040936,2026-08-26,397,0.865,False
122IAG,16040936,2026-08-26,398,0.74,False
122IAG,16040936,2026-08-26,399,1.115,False
122IAG,16040936,2026-08-26,402,1.485,True
122IAG,16040936,2026-08-26,403,1.046,False
122IAG,16040936,2026-08-26,404,1.272,True
122IAG,16040936,2026-08-26,405,1.142,True
122IAG,16040936,2026-08-26,408,0.922,False
122IAG,16040936,2026-08-26,409,0.612,False
122IAG,16040936,2026-08-26,410,1.295,True
122IAG,16040936,2026-08-26,411,1.136,False
122IAG,16040936,2026-08-26,416,1.379,True
122IAG,16040936,2026-08-26,417,1.172,True
122IAG,16040936,2026-08-26,418,1.041,False
122IAG,16040936,2026-08-26,419,1.239,True
122IAG,16040936,2026-08-26,420,0.856,False
122IAG,16040936,2026-08-26,421,0.832,False
122IAG,16040936,2026-08-26,422,0.599,False
122IAG,16040936,2026-08-26,423,0.916,False
122IAG,16040936,2026-08-26,424,0.918,False
122IAG,16040936,2026-08-26,425,0.702,False
122IAG,16040936,2026-08-26,426,1.186,True
122IAG,16040936,2026-08-26,427,1.363,True
122IAG,16040936,2026-08-26,430,1.371,True
122IAG,16040936,2026-08-26,431,0.763,False
122IAG,16040936,2026-08-26,432,0.895,False
122IAG,16040936,2026-08-26,433,1.077,False
122IAG,16040936,2026-08-26,434,0.996,False
122IAG,16040936,2026-08-26,435,0.786,False
122IAG,16040936,2026-08-26,436,1.149,True
122IAG,16040936,2026-08-26,437,1.205,True
122IAG,16040936,2026-08-26,438,1.091,False
122IAG,16040936,2026-08-26,439,1.387,True
122IAG,16040936,2026-08-26,440,0.927,False
122IAG,16040936,2026-08-26,441,1.041,False
122IAG,16040936,2026-08-26,442,1.155,True
122IAG,16040936,2026-08-26,443,1.09,False
122IAG,16040936,2026-08-26,444,1.091,False
122IAG,16040936,2026-08-26,445,0.936,False
122IAG,16040936,2026-08-26,446,0.885,False
122IAG,16040936,2026-08-26,447,1.34,True
122IAG,16040936,2026-08-26,448,0.775,False
122IAG,16040936,2026-08-26,449,0.997,False
122IAG,16040936,2026-08-26,450,2.862,True
122IAG,16040936,2026-08-26,451,2.29,True
122IAG,16040936,2026-08-26,453,1.244,True
122IAG,16040936,2026-08-26,454,1.046,False
122IAG,16040936,2026-08-26,455,0.818,False
122IAG,16040936,2026-08-26,456,0.735,False
122IAG,16040936,2026-08-26,457,0.91,False
122IAG,16040936,2026-08-26,458,0.967,False
122IAG,16040936,2026-08-26,463,1.349,True
122IAG,16040936,2026-08-26,464,1.074,False
122IAG,16040936,2026-08-26,465,1.544,True
122IAG,16040936,2026-08-26,480,1.017,False
122IAG,16040936,2026-08-26,481,1.267,True
122IAG,16040936,2026-08-26,482,1.246,True
122IAG,16040936,2026-08-26,485,1.278,True
122IAG,16040936,2026-08-26,486,1.497,True
122IAG,16040936,2026-08-26,487,1.448,True
122IAG,16040936,2026-08-26,488,0.868,False
122IAG,16040936,2026-08-26,489,1.216,True
122IAG,16040936,2026-08-26,490,0.858,False
122IAG,16040936,2026-08-26,491,0.752,False
122IAG,16040936,2026-08-26,492,1.207,True
122IAG,16040936,2026-08-26,493,0.873,False
122IAG,16040936,2026-08-26,506,1.262,True
122IAG,16040936,2026-08-26,507,0.836,False
122IAG,16040936,2026-08-26,508,1.322,True
122IAG,16040936,2026-08-26,509,0.968,False
122IAG,16040936,2026-08-26,510,0.767,False
122IAG,16040936,2026-08-26,511,0.796,False
122IAG,16040936,2026-08-26,512,0.802,False
122IAG,16040936,2026-08-26,513,0.725,False
122IAG,16040936,2026-08-26,514,1.376,True
122IAG,16040936,2026-08-26,515,1.469,True
122IAG,16040936,2026-08-26,516,1.452,True
122IAG,16040936,2026-08-26,517,0.559,False
122IAG,16040936,2026-08-26,519,1.446,True
122IAG,16040936,2026-08-26,520,1.309,True
122IAG,16040936,2026-08-26,521,1.592,True
122IAG,16040936,2026-08-26,522,1.364,True
122IAG,16040936,2026-08-26,523,0.988,False
122IAG,16040936,2026-08-26,524,0.945,False
122IAG,16040936,2026-08-26,525,1.087,False
122IAG,16040936,2026-08-26,526,0.193,False
122IAG,16040936,2026-08-26,527,0.868,False
122IAG,16040936,2026-08-26,528,0.808,False
122IAG,16040936,2026-08-26,530,1.543,True
122IAG,16040936,2026-08-26,531,1.188,True
122IAG,16040936,2026-08-26,532,0.859,False
122IAG,16040936,2026-08-26,533,0.92,False
122IAG,16040936,2026-08-26,534,0.891,False
122IAG,16040936,2026-08-26,535,0.892,False
122IAG,16040936,2026-08-26,536,1.393,True
122IAG,16040936,2026-08-26,537,0.867,False
122IAG,16040936,2026-08-26,538,1.433,True
122IAG,16040936,2026-08-26,539,1.304,True
122IAG,16040936,2026-08-26,540,1.553,True
122IAG,16040936,2026-08-26,541,1.768,True
122IAG,16040936,2026-08-26,542,0.987,False
122IAG,16040936,2026-08-26,578,6.992,True
122IAG,16040936,2026-08-26,579,1.302,True
122IAG,16040936,2026-08-26,580,0.73,False
122IAG,16040936,2026-08-26,581,1.4,True
122IAG,16040936,2026-08-26,582,0.752,False
122IAG,16040936,2026-08-26,583,1.215,True
122IAG,16040936,2026-08-26,584,0.67,False
122IAG,16040936,2026-08-26,585,1.225,True
122IAG,16040936,2026-08-26,586,1.154,True
122IAG,16040936,2026-08-26,649,1.304,True
122IAG,16040936,2026-08-26,650,1.24,True
122IAG,16040936,2026-08-26,654,1.352,True
122IAG,16040936,2026-08-26,655,2.185,True
122IAG,16040936,2026-08-26,657,1.107,False
122IAG,16040936,2026-08-26,658,1.199,True
122IAG,16040936,2026-08-26,660,0.999,False
122IAG,16040936,2026-08-26,661,1.167,True
122IAG,16040936,2026-08-26,662,0.994,False
122IAG,16040936,2026-08-26,663,0.981,False
122IAG,16040936,2026-08-26,664,0.881,False
122IAG,16040936,2026-08-26,665,0.634,False
122IAG,16040936,2026-08-26,666,1.283,True
122IAG,16040936,2026-08-26,669,1.271,True
122IAG,16040936,2026-08-26,670,0.959,False
122IAG,16040936,2026-08-26,671,1.32,True
122IAG,16040936,2026-08-26,672,1.017,False
122IAG,16040936,2026-08-26,673,1.142,True
122IAG,16040936,2026-08-26,674,1.347,True
122IAG,16040936,2026-08-26,675,1.229,True
122IAG,16040936,2026-08-26,676,0.934,False
122IAG,16040936,2026-08-26,677,0.935,False
122IAG,16040936,2026-08-26,682,3.024,True
122IAG,16040936,2026-08-26,683,1.473,True
122IAG,16040936,2026-08-26,684,0.623,False
122IAG,16040936,2026-08-26,786,1.442,True
122IAG,16040936,2026-08-26,787,1.318,True
122IAG,16040936,2026-08-26,788,0.612,False
122IAG,16040936,2026-08-26,789,1.317,True
122IAG,16040936,2026-08-26,790,0.91,False
122IAG,16040936,2026-08-26,792,1.396,True
122IAG,16040936,2026-08-26,793,1.301,True
122IAG,16040936,2026-08-26,794,0.613,False
122IAG,16040936,2026-08-26,795,1.466,True
122IAG,16040936,2026-08-26,796,1.259,True
122IAG,16040936,2026-08-26,797,1.451,True
122IAG,16040936,2026-08-26,798,0.61,False
122IAG,16040936,2026-08-26,799,0.989,False
122IAG,16040936,2026-08-26,801,1.314,True
122IAG,16040936,2026-08-26,802,1.017,False
122IAG,16040936,2026-08-26,803,0.616,False
122IAG,16040936,2026-08-26,804,1.373,True
122IAG,16040936,2026-08-26,805,0.213,False
122IAG,16040936,2026-08-26,806,1.438,True
122IAG,16040936,2026-08-26,807,1.154,True
122IAG,16040936,2026-08-26,817,1.29,True
122IAG,16040936,2026-08-26,818,1.398,True
122IAG,16040936,2026-08-26,819,0.837,False
122IAG,16040936,2026-08-26,820,0.731,False
122IAG,16040936,2026-08-26,821,0.742,False
122IAG,16040936,2026-08-26,822,1.179,True
122IAG,16040936,2026-08-26,824,1.338,True
122IAG,16040936,2026-08-26,825,0.937,False
122IAG,16040936,2026-08-26,826,1.637,True
122IAG,16040936,2026-08-26,827,0.965,False
122IAG,16040936,2026-08-26,828,1.009,False
122IAG,16040936,2026-08-26,833,1.468,True
122IAG,16040936,2026-08-26,834,0.904,False
122IAG,16040936,2026-08-26,837,1.145,True
122IAG,16040936,2026-08-26,838,1.294,True
122IAG,16040936,2026-08-26,841,0.767,False
122IAG,16040936,2026-08-26,842,1.302,True
122IAG,16040936,2026-08-26,843,1.378,True
122IAG,16040936,2026-08-26,844,0.498,False
122IAG,16040936,2026-08-26,845,2.478,True
122IAG,16040936,2026-08-26,846,5.171,True
122IAG,16040936,2026-08-26,862,0.749,False
122IAG,16040936,2026-08-26,863,0.735,False
122IAG,16040936,2026-08-26,864,1.015,False
122IAG,16040936,2026-08-26,865,0.687,False
122IAG,16040936,2026-08-26,866,1.047,False
122IAG,16040936,2026-08-26,867,1.358,True
122IAG,16040936,2026-08-26,868,1.749,True
122IAG,16040936,2026-08-26,870,1.473,True
122IAG,16040936,2026-08-26,871,0.294,False
122IAG,16040936,2026-08-26,872,1.341,True
122IAG,16040936,2026-08-26,873,0.652,False
122IAG,16040936,2026-08-26,874,0.984,False
122IAG,16040936,2026-08-26,875,1.357,True
122IAG,16040936,2026-08-26,877,1.391,True
122IAG,16040936,2026-08-26,878,0.975,False
122IAG,16040936,2026-08-26,879,1.296,True
122IAG,16040936,2026-08-26,880,0.282,False
122IAG,16040936,2026-08-26,912,1.306,True
122IAG,16040936,2026-08-26,913,0.812,False
122IAG,16040936,2026-08-26,914,0.672,False
122IAG,16040936,2026-08-26,915,1.325,True
122IAG,16040936,2026-08-26,916,0.997,False
122IAG,16040936,2026-08-26,917,1.133,False
122IAG,16040936,2026-08-26,920,1.159,True
122IAG,16040936,2026-08-26,921,0.612,False
122IAG,16040936,2026-08-26,922,1.088,False
122IAG,16040936,2026-08-26,923,0.357,False
122IAG,16040936,2026-08-26,924,1.266,True
122IAG,16040936,2026-08-26,925,1.48,True
122IAG,16040936,2026-08-26,926,3.595,True
122IAG,16040936,2026-08-26,931,1.355,True
122IAG,16040936,2026-08-26,932,0.612,False
122IAG,16040936,2026-08-26,933,0.927,False
122IAG,16040936,2026-08-26,934,0.366,False
122IAG,16040936,2026-08-26,935,0.967,False
122IAG,16040936,2026-08-26,936,1.01,False
122IAG,16040936,2026-08-26,937,3.195,True
122IAG,16040936,2026-08-26,938,1.134,False
122IAG,16040936,2026-08-26,939,0.961,False
122IAG,16040936,2026-08-26,940,1.095,False
122IAG,16040936,2026-08-26,941,1.233,True
122IAG,16040936,2026-08-26,942,0.61,False
122IAG,16040936,2026-08-26,943,0.617,False
122IAG,16040936,2026-08-26,944,0.876,False
122IAG,16040936,2026-08-26,945,0.315,False
122IAG,16040936,2026-08-26,946,1.273,True
122IAG,16040936,2026-08-26,947,0.87,False
122IAG,16040936,2026-08-26,950,1.229,True
122IAG,16040936,2026-08-26,951,1.613,True
122IAG,16040936,2026-08-26,952,0.604,False
122IAG,16040936,2026-08-26,953,0.944,False
122IAG,16040936,2026-08-26,954,0.623,False
122IAG,16040936,2026-08-26,955,1.003,False
122IAG,16040936,2026-08-26,956,0.702,False
122IAG,16040936,2026-08-26,957,0.612,False
122IAG,16040936,2026-08-26,960,1.602,True
122IAG,16040936,2026-08-26,961,1.441,True
122IAG,16040936,2026-08-26,963,0.941,False
122IAG,16040936,2026-08-26,964,2.513,True
122IAG,16040936,2026-08-26,967,3.057,True
122IAG,16040936,2026-08-26,968,0.762,False
122IAG,16040936,2026-08-27,658,0.663,False
122IAG,16040936,2026-08-27,663,1.12,False
122IAG,16040936,2026-08-27,664,0.779,False
122IAG,16040936,2026-08-27,665,0.752,False
122IAG,16040936,2026-08-27,666,0.615,False
122IAG,16040936,2026-08-27,667,1.069,False
122IAG,16040936,2026-08-27,668,0.601,False
122IAG,16040936,2026-08-27,669,1.14,False
122IAG,16040936,2026-08-27,670,1.115,False
122IAG,16040936,2026-08-27,674,1.35,True
122IAG,16040936,2026-08-27,675,0.61,False
122IAG,16040936,2026-08-27,676,0.981,False
122IAG,16040936,2026-08-27,677,1.255,True
122IAG,16040936,2026-08-27,678,0.286,False
122IAG,16040936,2026-08-27,686,0.277,False
122IAG,16040936,2026-08-27,736,1.263,True
122IAG,16040936,2026-08-27,738,1.426,True
122IAG,16040936,2026-08-27,739,1.647,True
122IAG,16040936,2026-08-27,740,0.0,False
122IAG,16040936,2026-08-27,743,1.223,True
122IAG,16040936,2026-08-27,746,1.592,True
122IAG,16040936,2026-08-27,747,0.955,False
122IAG,16040936,2026-08-27,748,1.151,True
122IAG,16040936,2026-08-27,751,1.442,True
122IAG,16040936,2026-08-27,752,0.83,False
122IAG,16040936,2026-08-27,753,1.26,True
122IAG,16040936,2026-08-27,756,1.478,True
122IAG,16040936,2026-08-27,757,1.5,True
122IAG,16040936,2026-08-27,760,1.472,True
122IAG,16040936,2026-08-27,761,1.086,False
122IAG,16040936,2026-08-27,762,1.256,True
122IAG,16040936,2026-08-27,764,0.823,False
122IAG,16040936,2026-08-27,765,1.082,False
122IAG,16040936,2026-08-27,766,0.898,False
122IAG,16040936,2026-08-27,767,1.201,True
122IAG,16040936,2026-08-27,770,1.388,True
122IAG,16040936,2026-08-27,771,1.091,False
122IAG,16040936,2026-08-27,772,1.529,True
122IAG,16040936,2026-08-27,773,0.814,False
122IAG,16040936,2026-08-27,774,0.979,False
122IAG,16040936,2026-08-27,775,0.994,False
122IAG,16040936,2026-08-27,776,1.41,True
122IAG,16040936,2026-08-27,778,1.557,True
122IAG,16040936,2026-08-27,779,1.085,False
122IAG,16040936,2026-08-27,780,0.912,False
122IAG,16040936,2026-08-27,781,1.122,False
122IAG,16040936,2026-08-27,782,1.38,True
122IAG,16040936,2026-08-27,783,0.875,False
122IAG,16040936,2026-08-27,785,1.521,True
122IAG,16040936,2026-08-27,786,0.704,False
122IAG,16040936,2026-08-27,787,1.494,True
122IAG,16040936,2026-08-27,788,1.117,False
122IAG,16040936,2026-08-27,789,0.853,False
122IAG,16040936,2026-08-27,825,0.832,False
122IAG,16040936,2026-08-27,826,0.346,False
122IAG,16040936,2026-08-27,831,0.926,False
122IAG,16040936,2026-08-27,832,1.36,True
122IAG,16040936,2026-08-27,833,0.901,False
122IAG,16040936,2026-08-27,834,0.808,False
122IAG,16040936,2026-08-27,835,0.988,False
122IAG,16040936,2026-08-27,837,1.665,True
122IAG,16040936,2026-08-27,838,2.657,True
122IAG,16040936,2026-08-27,839,1.426,True
122IAG,16040936,2026-08-27,840,1.074,False
122IAG,16040936,2026-08-27,841,1.102,False
122IAG,16040936,2026-08-27,842,1.052,False
122IAG,16040936,2026-08-27,843,4.284,True
122IAG,16040936,2026-08-27,846,0.803,False
122IAG,16040936,2026-08-27,847,1.288,True
122IAG,16040936,2026-08-27,848,0.606,False
122IAG,16040936,2026-08-27,849,1.301,True
122IAG,16040936,2026-08-27,850,1.266,True
122IAG,16040936,2026-08-27,851,1.123,False
122IAG,16040936,2026-08-27,965,1.187,True
122IAG,16040936,2026-08-27,966,1.208,True
122IAG,16040936,2026-08-27,967,0.942,False
122IAG,16040936,2026-08-27,968,0.812,False
122IAG,16040936,2026-08-27,969,0.613,False
122IAG,16040936,2026-08-27,970,1.184,True
122IAG,16040936,2026-08-27,971,3.215,True
122IAG,16040936,2026-08-27,974,1.199,True
122IAG,16040936,2026-08-27,975,2.544,True
122IAG,16040936,2026-08-27,976,0.662,False
122IAG,16040936,2026-08-27,977,1.118,False
122IAG,16040936,2026-08-27,978,1.056,False
122IAG,16040936,2026-08-28,544,0.0,False
122IAG,16040936,2026-08-28,545,0.0,False
122IAG,16040936,2026-08-28,546,0.0,False
122IAG,16040936,2026-08-28,572,1.429,True
122IAG,16040936,2026-08-28,573,1.37,True
122IAG,16040936,2026-08-28,577,1.152,True
122IAG,16040936,2026-08-28,578,1.318,True
122IAG,16040936,2026-08-28,579,1.316,True
122IAG,16040936,2026-08-28,580,0.614,False
122IAG,16040936,2026-08-28,581,1.105,False
122IAG,16040936,2026-08-28,582,1.109,False
122IAG,16040936,2026-08-28,583,0.923,False
122IAG,16040936,2026-08-28,586,1.214,True
122IAG,16040936,2026-08-28,587,1.086,False
122IAG,16040936,2026-08-28,589,1.338,True
122IAG,16040936,2026-08-28,590,0.693,False
122IAG,16040936,2026-08-28,591,1.388,True
122IAG,16040936,2026-08-28,592,1.28,True
122IAG,16040936,2026-08-28,593,1.32,True
122IAG,16040936,2026-08-28,595,1.134,False
122IAG,16040936,2026-08-28,596,1.185,True
122IAG,16040936,2026-08-28,597,1.386,True
122IAG,16040936,2026-08-28,598,1.203,True
122IAG,16040936,2026-08-28,599,1.547,True
122IAG,16040936,2026-08-28,602,1.358,True
122IAG,16040936,2026-08-28,603,1.183,True
122IAG,16040936,2026-08-28,604,0.494,False
122IAG,16040936,2026-08-28,641,1.435,True
122IAG,16040936,2026-08-28,642,1.385,True
122IAG,16040936,2026-08-28,643,1.393,True
122IAG,16040936,2026-08-28,644,1.206,True
122IAG,16040936,2026-08-28,645,1.213,True
122IAG,16040936,2026-08-28,646,0.948,False
122IAG,16040936,2026-08-28,647,1.187,True
122IAG,16040936,2026-08-28,648,1.592,True
122IAG,16040936,2026-08-28,649,0.738,False
122IAG,16040936,2026-08-28,650,1.371,True
122IAG,16040936,2026-08-28,652,1.576,True
122IAG,16040936,2026-08-28,653,1.242,True
122IAG,16040936,2026-08-28,654,1.681,True
122IAG,16040936,2026-08-28,657,1.37,True
122IAG,16040936,2026-08-28,658,1.448,True
122IAG,16040936,2026-08-28,659,1.44,True
122IAG,16040936,2026-08-28,660,0.42,False
122IAG,16040936,2026-08-28,662,1.414,True
122IAG,16040936,2026-08-28,663,1.052,False
122IAG,16040936,2026-08-28,664,1.425,True
122IAG,16040936,2026-08-28,666,1.192,True
122IAG,16040936,2026-08-28,667,1.558,True
122IAG,16040936,2026-08-28,668,0.973,False
122IAG,16040936,2026-08-28,669,1.212,True
122IAG,16040936,2026-08-28,670,1.047,False
122IAG,16040936,2026-08-28,676,1.366,True
122IAG,16040936,2026-08-28,677,1.444,True
122IAG,16040936,2026-08-28,678,1.618,True
122IAG,16040936,2026-08-28,679,1.618,True
122IAG,16040936,2026-08-28,681,1.997,True
122IAG,16040936,2026-08-28,682,1.02,False
122IAG,16040936,2026-08-28,683,1.214,True
122IAG,16040936,2026-08-28,684,1.074,False
122IAG,16040936,2026-08-28,685,1.178,True
122IAG,16040936,2026-08-28,687,1.261,True
122IAG,16040936,2026-08-28,688,0.919,False
122IAG,16040936,2026-08-28,689,1.076,False
122IAG,16040936,2026-08-28,690,0.944,False
122IAG,16040936,2026-08-28,691,1.43,True
122IAG,16040936,2026-08-28,692,0.283,False
122IAG,16040936,2026-08-28,696,1.514,True
122IAG,16040936,2026-08-28,697,0.747,False
122IAG,16040936,2026-08-28,698,1.272,True
122IAG,16040936,2026-08-28,699,1.272,True
122IAG,16040936,2026-08-28,700,1.287,True
122IAG,16040936,2026-08-28,701,1.184,True
122IAG,16040936,2026-08-28,704,1.5,True
122IAG,16040936,2026-08-28,705,1.49,True
122IAG,16040936,2026-08-28,706,1.153,True
122IAG,16040936,2026-08-28,707,1.238,True
122IAG,16040936,2026-08-28,708,1.279,True
122IAG,16040936,2026-08-28,709,0.962,False
122IAG,16040936,2026-08-28,710,1.183,True
122IAG,16040936,2026-08-28,711,1.054,False
122IAG,16040936,2026-08-28,712,1.173,True
122IAG,16040936,2026-08-28,716,1.486,True
122IAG,16040936,2026-08-28,717,0.825,False
122IAG,16040936,2026-08-28,727,1.783,True
122IAG,16040936,2026-08-28,728,0.0,False
122IAG,16040936,2026-08-28,729,1.026,False
122IAG,16040936,2026-08-28,730,0.858,False
122IAG,16040936,2026-08-28,731,1.27,True
122IAG,16040936,2026-08-28,732,1.196,True
122IAG,16040936,2026-08-28,733,0.259,False
122IAG,16040936,2026-08-28,768,0.072,False
122IAG,16040936,2026-08-28,769,1.137,False
122IAG,16040936,2026-08-28,770,0.993,False
122IAG,16040936,2026-08-28,771,1.021,False
122IAG,16040936,2026-08-28,773,0.986,False
122IAG,16040936,2026-08-28,774,1.029,False
122IAG,16040936,2026-08-28,775,1.295,True
122IAG,16040936,2026-08-28,797,0.886,False
122IAG,16040936,2026-08-28,798,1.292,True
122IAG,16040936,2026-08-28,799,0.814,False
122IAG,16040936,2026-08-28,800,0.619,False
122IAG,16040936,2026-08-28,801,1.461,True
122IAG,16040936,2026-08-28,805,1.427,True
122IAG,16040936,2026-08-28,806,1.13,False
122IAG,16040936,2026-08-28,807,1.107,False
122IAG,16040936,2026-08-28,808,1.134,False
122IAG,16040936,2026-08-28,809,1.109,False
122IAG,16040936,2026-08-28,810,1.133,False
122IAG,16040936,2026-08-28,812,1.498,True
122IAG,16040936,2026-08-28,813,1.216,True
122IAG,16040936,2026-08-28,814,1.203,True
122IAG,16040936,2026-08-28,816,1.499,True
122IAG,16040936,2026-08-28,817,1.114,False
122IAG,16040936,2026-08-28,820,1.145,True
122IAG,16040936,2026-08-28,821,2.392,True
122IAG,16040936,2026-08-28,822,1.347,True
122IAG,16040936,2026-08-28,824,1.087,False
122IAG,16040936,2026-08-28,825,1.137,False
122IAG,16040936,2026-08-29,496,1.241,True
122IAG,16040936,2026-08-29,497,1.261,True
122IAG,16040936,2026-08-29,503,1.338,True
122IAG,16040936,2026-08-29,504,1.744,True
122IAG,16040936,2026-08-29,505,1.357,True
122IAG,16040936,2026-08-29,506,0.61,False
122IAG,16040936,2026-08-29,507,1.468,True
122IAG,16040936,2026-08-29,508,1.926,True
122IAG,16040936,2026-08-29,510,1.079,False
122IAG,16040936,2026-08-29,511,2.419,True
122IAG,16040936,2026-08-29,512,0.844,False
122IAG,16040936,2026-08-29,513,1.348,True
122IAG,16040936,2026-08-29,514,1.185,True
122IAG,16040936,2026-08-29,515,1.162,True
122IAG,16040936,2026-08-29,517,1.044,False
122IAG,16040936,2026-08-29,518,1.047,False
122IAG,16040936,2026-08-29,519,0.758,False
122IAG,16040936,2026-08-29,520,0.917,False
122IAG,16040936,2026-08-29,521,1.249,True
122IAG,16040936,2026-08-29,522,1.198,True
122IAG,16040936,2026-08-29,523,1.34,True
122IAG,16040936,2026-08-29,524,1.143,True
122IAG,16040936,2026-08-29,525,1.477,True
122IAG,16040936,2026-08-29,526,1.479,True
122IAG,16040936,2026-08-29,527,1.069,False
122IAG,16040936,2026-08-29,528,1.061,False
122IAG,16040936,2026-08-29,529,1.015,False
122IAG,16040936,2026-08-29,530,0.812,False
122IAG,16040936,2026-08-29,531,1.347,True
122IAG,16040936,2026-08-29,532,1.046,False
122IAG,16040936,2026-08-29,533,1.676,True
122IAG,16040936,2026-08-29,538,1.118,False
122IAG,16040936,2026-08-29,539,0.815,False
122IAG,16040936,2026-08-29,540,1.408,True
122IAG,16040936,2026-08-29,541,1.083,False
122IAG,16040936,2026-08-29,542,1.135,False
122IAG,16040936,2026-08-29,543,0.973,False
122IAG,16040936,2026-08-29,544,0.98,False
122IAG,16040936,2026-08-29,545,0.875,False
122IAG,16040936,2026-08-29,546,1.514,True
122IAG,16040936,2026-08-29,550,1.342,True
122IAG,16040936,2026-08-29,551,1.018,False
122IAG,16040936,2026-08-29,552,1.131,False
122IAG,16040936,2026-08-29,553,0.922,False
122IAG,16040936,2026-08-29,554,0.988,False
122IAG,16040936,2026-08-29,555,1.271,True
122IAG,16040936,2026-08-29,557,2.251,True
122IAG,16040936,2026-08-29,558,1.009,False
122IAG,16040936,2026-08-29,559,0.622,False
122IAG,16040936,2026-08-29,560,0.894,False
122IAG,16040936,2026-08-29,561,1.023,False
122IAG,16040936,2026-08-29,562,1.177,True
122IAG,16040936,2026-08-29,563,0.751,False
122IAG,16040936,2026-08-29,564,1.033,False
122IAG,16040936,2026-08-29,565,0.761,False
122IAG,16040936,2026-08-29,566,0.38,False
122IAG,16040936,2026-08-29,567,1.329,True
122IAG,16040936,2026-08-29,568,1.529,True
122IAG,16040936,2026-08-29,569,1.208,True
122IAG,16040936,2026-08-29,570,1.34,True
122IAG,16040936,2026-08-29,719,1.256,True
122IAG,16040936,2026-08-29,720,1.148,True
122IAG,16040936,2026-08-29,721,1.06,False
122IAG,16040936,2026-08-29,839,1.07,False
122IAG,16040936,2026-08-29,840,1.623,True
